Date,FarmID,Temperature,Humidity,GrowthRate,BehaviorScore,MortalityRate,WelfareScore
2024-02-03,2,23.254233401144095,76.32018060142943,1.093981939840869,6,0.048179980832227874,5.518200191677721
2024-02-04,2,23.768649070341734,57.73824883145467,1.578280140996174,7,0.09157189465852625,6.084281053414737
2024-02-05,1,23.354477066304938,69.79952138102537,1.035942273796742,5,0.020007773407553622,4.799922265924463
2024-02-06,4,24.50976192914511,74.51666600603647,1.4655980181324602,6,0.05433625938617733,5.456637406138227
2024-02-07,1,23.691917607119215,66.65602434798387,1.5426446347075766,9,0.011021828029067716,8.889781719709323
2024-02-08,1,24.257718361668253,65.8895173506802,1.2865412521282844,6,0.05217945777947137,5.478205422205287
2024-02-09,3,22.18565561336981,57.255568727013554,1.5908332605690108,6,0.015067294811365362,5.8493270518863465
2024-02-10,3,20.38758205265018,52.79308303417697,1.0305002499390494,6,0.020693612464126473,5.793063875358735
2024-02-11,3,22.40258409148142,76.91647273859981,1.0373481887492144,6,0.020577362209939443,5.794226377900605
2024-02-12,2,22.2643923226963,77.01254171489991,1.8226005606596583,7,0.06842892719044573,6.315710728095542
2024-02-13,4,21.17222903002631,68.99304371819804,1.360190641411263,5,0.07714403913388809,4.228559608661119
2024-02-14,4,21.753741700896054,60.17089373146102,1.1270605126518847,8,0.06250318885874437,7.3749681114125565
2024-02-15,4,20.42702240868497,60.476287238379825,1.5222432600548044,6,0.09659552936270878,5.034044706372912
2024-02-16,4,20.365927223954635,71.77867036610718,1.7699935530986108,9,0.04373835215713337,8.562616478428666
2024-02-17,3,19.85110623181649,76.9133077985773,1.215821027496843,6,0.03571408776536747,5.642859122346326
2024-02-18,2,18.15256929757172,76.61259272795351,1.6228904758190001,9,0.08817392153705143,8.118260784629486
2024-02-19,2,18.43722901205818,73.39626637572871,1.085347464993768,7,0.030123625466750743,6.698763745332492
2024-02-20,3,18.1313800468319,69.26094938462863,1.0516817211686078,9,0.09669002854965503,8.03309971450345
2024-02-21,2,20.596534435650454,52.52419894985147,1.5313546315681479,8,0.01109390272208347,7.889060972779165
2024-02-22,3,19.3983660826876,54.84886142283841,1.5406351216101064,5,0.09728909440368752,4.027109055963125
2024-02-23,4,20.30927867108547,76.95662565581237,1.6374299014982066,9,0.013884392075551852,8.861156079244482
2024-02-24,3,22.08210591893178,68.1928717897877,1.7260913337226615,9,0.0902028802328264,8.097971197671736
2024-02-25,4,19.667041897673304,50.27591154849889,1.9758520794625345,5,0.05749309981776699,4.42506900182233
2024-02-26,4,20.568651931890837,53.044146285980965,1.5163003483011952,8,0.09936683165073704,7.00633168349263
2024-02-27,1,22.2434566824009,69.90505307324167,1.322956472941246,6,0.016641690826185898,5.833583091738141
2024-02-28,3,20.46479760455593,50.151847515386564,1.7951861947687036,9,0.05984688559611888,8.401531144038811
2024-02-29,1,20.217124708212147,54.82424154252496,1.2708322512620742,5,0.09723722820571891,4.027627717942811
2024-03-01,3,21.45580172437708,66.46201368099759,1.438971420705636,7,0.0570788059753134,6.429211940246866
2024-03-02,3,21.353752540378963,70.7568559307808,1.0784563813422658,5,0.06664587743217364,4.333541225678264
2024-03-03,1,24.860478331068652,69.55883778507801,1.0253507434154576,7,0.07261738200861555,6.273826179913844
2024-03-04,1,24.82381873405052,56.7280792838168,1.962648414677925,8,0.0509086958290996,7.490913041709004
2024-03-05,3,24.587358804239642,71.36537664042608,1.8359801205122057,6,0.06648022720756572,5.335197727924343
2024-03-06,2,26.01056214422995,57.117472624904,1.695974206093698,5,0.06258828807307902,4.37411711926921
2024-03-07,4,26.214688307596457,59.761990944778034,1.4089529444142699,9,0.09110422094418902,8.08895779055811
2024-03-08,1,24.221560452065056,72.39474215354073,1.1732943200708457,8,0.014090174230731209,7.859098257692688
2024-03-09,4,27.516492215761964,69.48898697141644,1.1564370426710862,5,0.03528668706330073,4.647133129366993
2024-03-10,2,26.566031751869748,75.47670231482533,1.2502428981645952,9,0.09553703356689029,8.044629664331097
2024-03-11,2,28.088072898957883,69.7283867690103,1.5492266647061204,5,0.09012374055018248,4.098762594498175
2024-03-12,2,28.875497808331023,67.04925810006415,1.7145959227000622,7,0.05100910775071417,6.489908922492859
2024-03-13,1,26.97521798716544,52.81024303484278,1.6601973767177314,5,0.06581193380213832,4.3418806619786166
2024-03-14,2,26.531002629213734,61.031474091783004,1.2799338969459428,5,0.034964306468301946,4.650356935316981
2024-03-15,1,27.362135707578325,57.95607103045177,1.954865280663194,5,0.026930904375138523,4.730690956248615
2024-03-16,2,28.487179026276312,57.319689301372506,1.7378969166957685,8,0.0517328564445984,7.482671435554016
2024-03-17,4,30.34493882394165,79.19031664257336,1.5543540525114006,5,0.04180170052234476,4.581982994776553
2024-03-18,4,30.773049351947563,61.792931740002814,1.6117207462343521,9,0.0625290500665785,8.374709499334216
2024-03-19,3,27.57596849889735,76.7613966553134,1.41960006242779,7,0.016996117326848637,6.8300388267315135
2024-03-20,4,29.767993303883603,68.93415877991788,1.2477309895011575,7,0.09769553268995498,6.0230446731004506
2024-03-21,3,29.528701854212827,73.84433910624945,1.3559726786512616,5,0.09875896700316426,4.012410329968358
2024-03-22,4,28.837538451287582,65.07911279315576,1.757846110464369,8,0.07283455426177707,7.27165445738223
2024-03-23,1,28.473798165249768,67.30711653879078,1.0143934886297559,8,0.05824867297097084,7.417513270290292
2024-03-24,4,29.34479738152955,64.77553081456591,1.1160726405069163,9,0.0378574854657695,8.621425145342306
2024-03-25,3,31.720746025054744,55.857289633941335,1.0460026420217527,5,0.08324155177362538,4.167584482263746
2024-03-26,3,29.15186956970073,71.67356345784516,1.04072880231897,7,0.07162580552984914,6.283741944701509
2024-03-27,2,29.800166580546808,58.42317087322567,1.8554605840110072,8,0.02463552454104022,7.7536447545895975
2024-03-28,1,30.360235812353306,50.72947899294361,1.7036578593800238,5,0.09198344660444582,4.080165533955542
2024-03-29,4,28.78464542843937,69.36416887721504,1.4741738290873252,8,0.08402835186308522,7.159716481369148
2024-03-30,2,30.960008091135524,55.31332038221147,1.0978341606510016,8,0.09548199219627317,7.045180078037268
2024-03-31,4,30.628537051539737,78.21375753058743,1.4916158751168322,7,0.0753147557549524,6.246852442450476
2024-04-01,4,27.45752424071202,78.61785731007762,1.4734717707805656,6,0.0652073676342211,5.347926323657789
2024-04-02,2,28.07978895467257,77.44593170661346,1.1732018699100153,9,0.0476418732661557,8.523581267338443
2024-04-03,2,26.906717326545067,61.10476100766333,1.433851649237973,9,0.0939455635018612,8.060544364981387
2024-04-04,2,26.430494586146928,50.463698495866026,1.3985047343973736,7,0.08794575005503676,6.120542499449632
2024-04-05,2,25.00586006771977,77.84955687763176,1.6158500980522166,8,0.014069680309557048,7.859303196904429
2024-04-06,2,26.846920120126736,62.84552444951943,1.6350936508676437,5,0.012373027704752682,4.876269722952474
2024-04-07,4,25.956972314717504,78.99964457131009,1.0453040097720445,8,0.04388170301902447,7.561182969809756
2024-04-08,2,23.681195221520877,78.90859931267758,1.3746126146264712,7,0.08294979977036496,6.170502002296351
2024-04-09,1,24.114585856946448,75.5902836640208,1.6258599157142364,9,0.09885485163834501,8.01145148361655
